LINK_ID,terrain_shadow_ratio,terrain_shadow_max,building_shadow_ratio,building_shadow_mean_hours,building_shadow_max_hours,building_shadow_peak_ratio,combined_shadow_ratio,terrain_shadow_percent,building_shadow_percent,combined_shadow_percent
1830001927,0.0588235296308994,0.0588235296308994,0.3676470588235294,3.125,3.5,1.0,0.4048442907960099,5.9,36.8,40.5
1830002006,0.0588235296308994,0.0588235296308994,0.2149321266968326,1.8269230769230769,4.5,0.5,0.2611125900043486,5.9,21.5,26.1
1830002008,0.0588235296308994,0.0588235296308994,0.1852941176470588,1.575,3.5,0.4,0.2332179932581151,5.9,18.5,23.3
1830002009,0.0588235296308994,0.0588235296308994,0.2352941176470588,2.0,3.5,1.0,0.2802768167765701,5.9,23.5,28.0
1830002010,0.0882352944463491,0.1176470592617988,0.3176470588235294,2.7,5.0,0.7333333333333333,0.37785467150456764,8.8,31.8,37.8
1830002011,0.0588235296308994,0.0588235296308994,0.2398190045248869,2.0384615384615383,4.5,0.5384615384615384,0.28453553383706387,5.9,24.0,28.5
1830002014,0.0588235296308994,0.0588235296308994,0.1568627450980392,1.3333333333333333,1.5,1.0,0.20645905439467993,5.9,15.7,20.6
1830002015,0.0588235296308994,0.0588235296308994,0.0392156862745098,0.3333333333333333,0.5,0.6666666666666666,0.09573241082184447,5.9,3.9,9.6
1830002019,0.0588235296308994,0.0588235296308994,0.2549019607843137,2.1666666666666665,2.5,1.0,0.29873125737204265,5.9,25.5,29.9
1830002020,0.0588235296308994,0.0588235296308994,0.0,0.0,0.0,0.0,0.05882352963089943,5.9,0.0,5.9
1830002023,0.0823529414832592,0.1176470592617988,0.3823529411764705,3.25,5.5,0.8333333333333334,0.43321799326907184,8.2,38.2,43.3
1830002025,0.0588235296308994,0.0588235296308994,0.2294117647058823,1.95,3.5,0.5,0.2747404845979283,5.9,22.9,27.5
1830002031,0.0588235296308994,0.0588235296308994,0.374331550802139,3.1818181818181817,5.0,0.7272727272727273,0.4111355773626483,5.9,37.4,41.1
1830003502,0.2352941185235977,0.2352941185235977,0.0294117647058823,0.25,1.0,0.4166666666666667,0.257785467978786,23.5,2.9,25.8
1830003503,0.2058823555707931,0.2352941185235977,0.0,0.0,0.0,0.0,0.20588235557079315,20.6,0.0,20.6
1830003504,0.1711229986765167,0.1764705926179886,0.0020283975659229,0.0172413793103448,0.5,0.0344827586206896,0.17280429076845072,17.1,0.2,17.3
1830003505,0.1176470601931214,0.1764705926179886,0.0300653594771241,0.2555555555555555,2.5,0.2888888888888888,0.14417531851411247,11.8,3.0,14.4
1830003506,0.0588235296308994,0.0588235296308994,0.0716911764705882,0.609375,1.5,0.3125,0.12629757805809594,5.9,7.2,12.6
1830003507,0.2156862765550613,0.2352941185235977,0.2179930795847751,1.8529411764705883,3.5,0.7058823529411765,0.3866612404894252,21.6,21.8,38.7
1830003509,0.1764705926179886,0.1764705926179886,0.0,0.0,0.0,0.0,0.1764705926179886,17.6,0.0,17.6
1830003512,0.0588235296308994,0.0588235296308994,0.0,0.0,0.0,0.0,0.05882352963089943,5.9,0.0,5.9
1830003513,0.1764705926179886,0.1764705926179886,0.0,0.0,0.0,0.0,0.1764705926179886,17.6,0.0,17.6
1830003514,0.0588235296308994,0.0588235296308994,0.0514705882352941,0.4375,1.0,0.34375,0.10726643619401499,5.9,5.1,10.7
1830003602,0.2287581712007522,0.2352941185235977,0.0153452685421994,0.1304347826086956,0.5,0.2608695652173913,0.24059308417465375,22.9,1.5,24.1
1830003603,0.1862745136022567,0.2352941185235977,0.0117647058823529,0.1,1.0,0.1333333333333333,0.19584775461870063,18.6,1.2,19.6
1830003604,0.1711229986765167,0.1764705926179886,0.0223123732251521,0.1896551724137931,0.5,0.3793103448275862,0.18961721168779122,17.1,2.2,19.0
1830003605,0.1102941187564283,0.1764705926179886,0.0366013071895424,0.3111111111111111,1.5,0.3111111111111111,0.14285851702416685,11.0,3.7,14.3
